autoscaler: 2025/04/23 22:54:21 🧵 Auto‑scaler initialized
autoscaler: 2025/04/23 22:55:34 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:34 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:35 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:35 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:35 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:35 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:36 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:36 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:36 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:36 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:37 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:37 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:37 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:37 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:38 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:38 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:38 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:38 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:39 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:39 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:39 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:39 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:40 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:40 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:40 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:40 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:41 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:41 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:41 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:41 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:42 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:42 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:42 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:42 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:43 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:43 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:43 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:43 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:44 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:44 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:44 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:44 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:45 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:45 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:45 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:45 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:46 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:46 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:46 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:46 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:47 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:47 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:47 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:47 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:48 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:48 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:48 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:48 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:49 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:49 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:49 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:49 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:50 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:50 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:50 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:50 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:51 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:51 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:51 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:51 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:52 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:52 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:52 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:52 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:53 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:53 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:53 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:53 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:54 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:54 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:54 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:54 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:55 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:55 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:55 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:55 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:56 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:56 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:56 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:56 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:57 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:57 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:57 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:57 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:58 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:58 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:58 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:58 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:59 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:59 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:59 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:55:59 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:00 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:00 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:00 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:00 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:01 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:01 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:01 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:01 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:02 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:02 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:02 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:02 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:03 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:03 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:03 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:03 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:04 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:04 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:04 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:04 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:05 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:05 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:05 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:05 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:06 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:06 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:06 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:06 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:07 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:07 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:07 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:07 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:08 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:08 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:08 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:08 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:09 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:09 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:09 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:09 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:10 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:10 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:10 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:10 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:11 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:11 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:11 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:11 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:12 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:12 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:12 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:12 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:13 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:13 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:13 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:13 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:14 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:14 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:14 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:14 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:15 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:15 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:15 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:15 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:16 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:16 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:16 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:16 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:17 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:17 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:17 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:17 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:18 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:18 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:18 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:18 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:19 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:19 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:19 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:19 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:20 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:20 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:20 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:20 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:21 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:21 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:21 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:21 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:22 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:22 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:22 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:22 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:23 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:23 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:23 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:23 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:24 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:24 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:24 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:24 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:25 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:25 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:25 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:25 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:26 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:26 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:26 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:26 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:27 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:27 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:27 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:27 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:28 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:28 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:28 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:28 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:29 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:29 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:29 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:29 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:30 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:30 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:30 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:30 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:31 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:31 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:31 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:31 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:32 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:32 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:32 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:32 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:33 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:33 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:33 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:33 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:34 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:34 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:34 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:34 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:35 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:35 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:35 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:35 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:36 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:36 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:36 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:36 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:37 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:37 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:37 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:37 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:38 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:38 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:38 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:38 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:39 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:39 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:39 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:39 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:40 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:40 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:40 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:40 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:41 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:41 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:41 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:41 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:42 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:42 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:42 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:42 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:43 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:43 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:43 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:43 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:44 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:44 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:44 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:44 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:45 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:45 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:45 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:45 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:46 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:46 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:46 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:46 ℹ️ [task_shard_3] depth=0 liveWorkers=4
